VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,1/29/2016 9:19,1/29/2016 9:31,2,2.07,-73.99737549,40.738536834716797,1,N,-74.01063538,40.713565826416016,1,9.5,0,0.5,2.58,0,0.3,12.88
2,1/29/2016 9:19,1/29/2016 9:46,1,3,-73.98110962,40.784114837646484,1,N,-73.96508026,40.755588531494141,2,18,0,0.5,0,0,0.3,18.8
2,1/29/2016 9:19,1/29/2016 9:47,1,3.05,-73.96929169,40.761043548583984,1,N,-74.00448608,40.742210388183594,1,18,0,0.5,2,0,0.3,20.8
1,1/29/2016 9:19,1/29/2016 9:32,1,5.9,-73.78990936,40.646884918212891,1,N,-73.82376099,40.70538330078125,2,18,0,0.5,0,0,0.3,18.8
1,1/29/2016 9:19,1/29/2016 9:28,1,0.7,-73.99203491,40.74896240234375,1,N,-73.99091339,40.742031097412109,1,7,0,0.5,0.5,0,0.3,8.3
1,1/29/2016 9:19,1/29/2016 9:25,1,0.8,-73.97166443,40.746517181396484,1,N,-73.963974,40.756950378417969,1,6,0,0.5,2,0,0.3,8.8
1,1/29/2016 9:19,1/29/2016 10:18,3,42,-73.77676392,40.645427703857422,3,N,-74.17766571,40.695465087890625,1,126,0,0,0.01,16.04,0.3,142.35
2,1/29/2016 9:19,1/29/2016 9:34,3,3.28,-74.0029068,40.760345458984375,1,N,-74.01371765,40.714923858642578,2,13.5,0,0.5,0,0,0.3,14.3
1,1/29/2016 9:19,1/29/2016 9:50,2,2.5,-73.97895813,40.777362823486328,1,N,-74.00492859,40.751678466796875,1,19.5,0,0.5,4.05,0,0.3,24.35
1,1/29/2016 9:19,1/29/2016 9:28,1,2,-73.96984863,40.794582366943359,1,N,-73.94942474,40.812484741210938,1,9,0,0.5,1.5,0,0.3,11.3
1,1/29/2016 9:19,1/29/2016 9:27,1,1.9,-73.95441437,40.778144836425781,1,N,-73.93495941,40.796463012695313,1,8.5,0,0.5,2.3,0,0.3,11.6
1,1/29/2016 9:19,1/29/2016 9:31,1,1.1,-73.97148132,40.7508544921875,1,N,-73.98374176,40.740604400634766,1,8.5,0,0.5,1.5,0,0.3,10.8
2,1/29/2016 9:19,1/29/2016 9:33,6,1.51,-73.98499298,40.728065490722656,1,N,-73.97879791,40.744846343994141,2,10,0,0.5,0,0,0.3,10.8
2,1/29/2016 9:19,1/29/2016 9:43,1,2.84,-73.97411346,40.791309356689453,1,N,-73.96464539,40.764797210693359,2,15.5,0,0.5,0,0,0.3,16.3
2,1/29/2016 9:19,1/29/2016 9:40,1,1.99,-74.01509857,40.718181610107422,1,N,-73.99428558,40.728298187255859,1,13.5,0,0.5,2.86,0,0.3,17.16
2,1/29/2016 9:19,1/29/2016 9:32,1,1.68,-73.97518921,40.782520294189453,1,N,-73.97818756,40.76287841796875,1,9.5,0,0.5,3.09,0,0.3,13.39
1,1/29/2016 9:19,1/29/2016 9:30,1,1.7,-74.00666046,40.731094360351563,1,N,-74.00669861,40.751350402832031,1,9.5,0,0.5,2.06,0,0.3,12.36
1,1/29/2016 9:19,1/29/2016 9:27,1,0.6,-73.9752655,40.735774993896484,1,N,-73.98146057,40.739776611328125,2,6.5,0,0.5,0,0,0.3,7.3
1,1/29/2016 9:19,1/29/2016 9:26,3,0.8,-74.00590515,40.739978790283203,1,N,-73.99758911,40.736324310302734,2,6,0,0.5,0,0,0.3,6.8
2,1/29/2016 9:19,1/29/2016 9:37,5,4.87,-73.98149872,40.743938446044922,1,N,-74.01455688,40.703361511230469,1,18.5,0,0.5,3.86,0,0.3,23.16
2,1/29/2016 9:19,1/29/2016 9:59,1,8.28,-73.88570404,40.773120880126953,1,N,-73.97161865,40.757339477539063,1,32,0,0.5,8.2,0,0.3,41
1,1/29/2016 9:19,1/29/2016 9:47,1,7.7,-73.99990082,40.682769775390625,1,N,-73.97743225,40.750400543212891,1,26.5,0,0.5,5.46,0,0.3,32.76
1,1/29/2016 9:19,1/29/2016 9:23,1,0.6,-73.98952484,40.774440765380859,1,N,-73.98345184,40.779373168945313,1,4.5,0,0.5,1.05,0,0.3,6.35
1,1/29/2016 9:19,1/29/2016 10:22,1,11.7,-73.96807861,40.800518035888672,1,N,-74.01399994,40.673812866210938,2,47,0,0.5,0,5.54,0.3,53.34
1,1/29/2016 9:19,1/29/2016 9:49,1,10,-73.97505188,40.787967681884766,1,N,-73.86503601,40.770565032958984,1,32.5,0,0.5,6,5.54,0.3,44.84
2,1/29/2016 9:19,1/29/2016 9:38,1,2.26,-73.9532547,40.767280578613281,1,N,-73.97913361,40.755245208740234,1,13.5,0,0.5,2.86,0,0.3,17.16
2,1/29/2016 9:19,1/29/2016 9:22,1,0.44,-73.98615265,40.740264892578125,1,N,-73.99192047,40.738395690917969,1,4,0,0.5,0.96,0,0.3,5.76
1,1/29/2016 9:19,1/29/2016 9:34,1,1,-73.96566772,40.758296966552734,1,N,-73.97805023,40.752273559570312,2,10,0,0.5,0,0,0.3,10.8
1,1/29/2016 9:19,1/29/2016 9:28,1,0.9,-73.9796524,40.7398681640625,1,N,-73.99188232,40.737739562988281,1,7,0,0.5,1.56,0,0.3,9.36
1,1/29/2016 9:19,1/29/2016 9:24,1,0.8,-73.96875763,40.786067962646484,1,N,-73.97922516,40.781906127929688,1,5,0,0.5,1.15,0,0.3,6.95
2,1/29/2016 9:19,1/29/2016 9:35,6,2.03,-73.98210144,40.772499084472656,1,N,-73.97055054,40.758258819580078,2,12,0,0.5,0,0,0.3,12.8
2,1/29/2016 9:19,1/29/2016 9:54,4,6.58,-74.0139389,40.713729858398438,1,N,-73.97615051,40.755756378173828,1,28,0,0.5,7.2,0,0.3,36
2,1/29/2016 9:19,1/29/2016 9:23,2,0.6,-73.95695496,40.766521453857422,1,N,-73.96058655,40.772346496582031,1,4.5,0,0.5,1.06,0,0.3,6.36
2,1/29/2016 9:19,1/29/2016 9:35,1,1.56,-73.99993134,40.71820068359375,1,N,-74.00067902,40.735988616943359,1,11,0,0.5,2.95,0,0.3,14.75
2,1/29/2016 9:19,1/29/2016 9:22,1,0.41,-74.00598145,40.735488891601563,1,N,-74.00644684,40.739040374755859,1,3.5,0,0.5,0.86,0,0.3,5.16
2,1/29/2016 9:19,1/29/2016 9:33,1,1.36,-73.98822784,40.745773315429688,1,N,-73.97511292,40.755519866943359,1,10,0,0.5,2.16,0,0.3,12.96
1,1/29/2016 9:19,1/29/2016 9:25,1,0.7,-73.96266174,40.765293121337891,1,N,-73.95521545,40.7657470703125,2,5.5,0,0.5,0,0,0.3,6.3
1,1/29/2016 9:19,1/29/2016 9:51,1,4.8,-74.01555634,40.714256286621094,1,N,-73.9821701,40.7606201171875,1,24,0,0.5,3.72,0,0.3,28.52
2,1/29/2016 9:19,1/29/2016 9:41,1,1.89,-73.9938736,40.751480102539063,1,N,-73.97001648,40.757049560546875,2,14,0,0.5,0,0,0.3,14.8
2,1/29/2016 9:19,1/29/2016 9:31,1,0.89,-73.98799896,40.749614715576172,1,N,-73.97542572,40.749408721923828,1,8,0,0.5,2.2,0,0.3,11
2,1/29/2016 9:19,1/29/2016 9:32,2,1.62,-73.96022797,40.770420074462891,1,N,-73.97976685,40.760208129882813,1,9.5,0,0.5,2.06,0,0.3,12.36
2,1/29/2016 9:19,1/29/2016 9:30,1,0.99,-74.00022125,40.733039855957031,1,N,-73.99144745,40.733310699462891,1,8,0,0.5,1.76,0,0.3,10.56
2,1/29/2016 9:19,1/29/2016 9:26,3,1.33,-73.95511627,40.804786682128906,1,N,-73.95285034,40.791885375976563,1,6.5,0,0.5,1.82,0,0.3,9.12
2,1/29/2016 9:19,1/29/2016 9:50,3,3.6,-73.97678375,40.738761901855469,1,N,-73.95597839,40.737266540527344,1,21,0,0.5,5.47,5.54,0.3,32.81
2,1/29/2016 9:19,1/29/2016 9:25,2,1.02,-73.96003723,40.782299041748047,1,N,-73.97554779,40.781749725341797,2,6,0,0.5,0,0,0.3,6.8
2,1/29/2016 9:19,1/29/2016 9:37,1,1.93,0,0,1,N,0,0,1,12,0,0.5,0,0,0.3,12.8
2,1/29/2016 9:19,1/29/2016 9:26,1,1.14,-73.99131012,40.750156402587891,1,N,-73.98034668,40.760147094726563,1,6.5,0,0.5,1.82,0,0.3,9.12
1,1/29/2016 9:19,1/29/2016 9:26,1,0.4,-73.97427368,40.778610229492188,1,N,-73.97865295,40.772689819335938,2,6,0,0.5,0,0,0.3,6.8
1,1/29/2016 9:19,1/29/2016 9:28,1,0.6,-73.98554993,40.7442626953125,1,N,-73.99150085,40.749065399169922,1,6.5,0,0.5,1.8,0,0.3,9.1
2,1/29/2016 9:19,1/29/2016 9:29,2,1.08,-73.95571136,40.782524108886719,1,N,-73.95657349,40.771110534667969,2,8,0,0.5,0,0,0.3,8.8
2,1/29/2016 9:19,1/29/2016 9:40,1,1.58,-73.96798706,40.755546569824219,1,N,-73.98753357,40.755638122558594,1,13,0,0.5,0,0,0.3,13.8
2,1/29/2016 9:19,1/29/2016 9:32,1,2.42,-73.94593048,40.773361206054687,1,N,-73.97515869,40.755851745605469,1,11,0,0.5,2.36,0,0.3,14.16
1,1/29/2016 9:19,1/29/2016 9:48,1,5.1,-74.00966644,40.705726623535156,1,N,-73.97241974,40.753856658935547,1,23,0,0.5,2,0,0.3,25.8
1,1/29/2016 9:19,1/29/2016 9:22,1,0.5,-73.98462677,40.779445648193359,1,N,-73.98418427,40.773838043212891,1,4,0,0.5,1,0,0.3,5.8
2,1/29/2016 9:19,1/29/2016 9:23,1,0.43,-73.9887085,40.753990173339844,1,N,-73.98188019,40.7506103515625,2,4,0,0.5,0,0,0.3,4.8
2,1/29/2016 9:19,1/29/2016 9:27,6,1.04,-73.95778656,40.765457153320313,1,N,-73.96798706,40.762516021728516,2,6.5,0,0.5,0,0,0.3,7.3
1,1/29/2016 9:19,1/29/2016 9:27,1,0.7,0,0,1,N,0,0,1,6.5,0,0.5,1.46,0,0.3,8.76
1,1/29/2016 9:19,1/29/2016 9:24,1,1,-73.9098587,40.753082275390625,1,N,-73.92987061,40.752166748046875,1,5.5,0,0.5,0,0,0.3,6.3
2,1/29/2016 9:19,1/29/2016 9:32,1,1.42,-73.95450592,40.777297973632813,1,N,-73.96205902,40.760402679443359,1,9.5,0,0.5,1.7,0,0.3,12
2,1/29/2016 9:19,1/29/2016 9:34,1,2.25,-73.97650146,40.775421142578125,1,N,-73.95282745,40.783100128173828,1,12,0,0.5,0.7,0,0.3,13.5
2,1/29/2016 9:19,1/29/2016 9:28,1,1.23,-73.96485901,40.764968872070313,1,N,-73.95982361,40.779338836669922,2,7,0,0.5,0,0,0.3,7.8
2,1/29/2016 9:19,1/29/2016 9:48,2,13.27,-73.94499207,40.783199310302734,1,N,-74.01352692,40.649021148681641,1,37,0,0.5,8.67,5.54,0.3,52.01
1,1/29/2016 9:19,1/29/2016 9:42,1,2.2,-73.98809052,40.779373168945313,1,N,-73.97012329,40.760177612304688,1,15,0,0.5,3.15,0,0.3,18.95
1,1/29/2016 9:19,1/29/2016 9:58,2,5.9,-74.00445557,40.721103668212891,1,N,-73.92340088,40.704780578613281,1,27,0,0.5,5.55,0,0.3,33.35
1,1/29/2016 9:19,1/29/2016 9:50,1,5.5,-73.954216,40.815944671630859,1,N,-73.95259094,40.789249420166016,2,22.5,0,0.5,0,0,0.3,23.3
2,1/29/2016 9:19,1/29/2016 10:07,1,17.6,-73.97890472,40.76190185546875,2,N,-73.7766037,40.644866943359375,1,52,0,0.5,7.5,0,0.3,60.3
2,1/29/2016 9:19,1/29/2016 9:38,1,2.32,0,0,1,N,0,0,1,13.5,0,0.5,0.02,0,0.3,14.32
2,1/29/2016 9:19,1/29/2016 9:46,1,2.66,-73.95651245,40.766975402832031,1,N,-73.98680878,40.753326416015625,1,17,0,0.5,1.78,0,0.3,19.58
2,1/29/2016 9:19,1/29/2016 9:27,1,1.21,-74.00751495,40.726150512695312,1,N,-74.00437164,40.741661071777344,1,7,0,0.5,2,0,0.3,9.8
2,1/29/2016 9:19,1/29/2016 9:46,4,8.54,-73.9608078,40.780990600585937,1,N,-73.87300873,40.774440765380859,2,29,0,0.5,0,5.54,0.3,35.34
2,1/29/2016 9:19,1/29/2016 9:39,1,2.82,-73.96465302,40.791770935058594,1,N,-73.98165894,40.758720397949219,1,14,0,0.5,2.96,0,0.3,17.76
2,1/29/2016 9:19,1/29/2016 9:38,2,1.61,-73.98860168,40.758865356445313,1,N,-73.96826172,40.764629364013672,2,12,0,0.5,0,0,0.3,12.8
2,1/29/2016 9:19,1/29/2016 9:32,1,1.5,-74.00203705,40.7298583984375,1,N,-73.98606873,40.740741729736328,1,9.5,0,0.5,2.06,0,0.3,12.36
1,1/29/2016 9:19,1/29/2016 9:28,1,1.4,-73.89020538,40.746219635009766,1,N,-73.8999939,40.736751556396484,2,7.5,0,0.5,0,0,0.3,8.3
1,1/29/2016 9:19,1/29/2016 9:24,1,1,-73.95815277,40.78460693359375,1,N,-73.96730042,40.7879638671875,1,6,0,0.5,2,0,0.3,8.8
1,1/29/2016 9:19,1/29/2016 9:28,1,0.9,-73.96488953,40.806804656982422,1,N,-73.96115112,40.796688079833984,1,7.5,0,0.5,1.6,0,0.3,9.9
1,1/29/2016 9:19,1/29/2016 9:32,1,1.9,-73.99151611,40.744773864746094,1,N,-73.97454834,40.759567260742187,1,9.5,0,0.5,2.05,0,0.3,12.35
1,1/29/2016 9:19,1/29/2016 9:28,1,0.8,-73.95367432,40.782039642333984,1,N,-73.96173859,40.770931243896484,1,7,0,0.5,1.55,0,0.3,9.35
1,1/29/2016 9:19,1/29/2016 9:21,1,0.6,-73.96063995,40.769935607910156,1,N,-73.95515442,40.777122497558594,1,3.5,0,0.5,0.85,0,0.3,5.15
2,1/29/2016 9:19,1/29/2016 9:38,1,2,-74.00630188,40.733280181884766,1,N,-73.98097229,40.738739013671875,2,13,0,0.5,0,0,0.3,13.8
2,1/29/2016 9:19,1/29/2016 9:41,1,3.1,-73.97981262,40.754730224609375,1,N,-73.98800659,40.720020294189453,1,15.5,0,0.5,3.26,0,0.3,19.56
2,1/29/2016 9:19,1/29/2016 9:35,2,3.67,-74.00746155,40.703762054443359,1,N,-73.99302673,40.727928161621094,1,14.5,0,0.5,3.06,0,0.3,18.36
1,1/29/2016 9:19,1/29/2016 9:29,1,0.9,-73.99842834,40.745223999023438,1,N,-73.98760223,40.750068664550781,1,7.5,0,0.5,0,0,0.3,8.3
1,1/29/2016 9:19,1/29/2016 9:24,1,0.8,-73.99316406,40.743080139160156,1,N,-74.00522614,40.749916076660156,2,5,0,0.5,0,0,0.3,5.8
1,1/29/2016 9:19,1/29/2016 9:25,1,0.3,-73.98177338,40.746231079101563,1,N,-73.97571564,40.744705200195313,2,5,0,0.5,0,0,0.3,5.8
1,1/29/2016 9:19,1/29/2016 9:38,1,3.9,-73.98303223,40.689628601074219,1,N,-73.95279694,40.710636138916016,2,16,0,0.5,0,0,0.3,16.8
1,1/29/2016 9:19,1/29/2016 9:39,1,1.2,-73.96257782,40.757167816162109,1,N,-73.97653961,40.753856658935547,2,12.5,0,0.5,0,0,0.3,13.3
1,1/29/2016 9:19,1/29/2016 9:24,1,0.5,-73.97232056,40.755603790283203,1,N,-73.97720337,40.757785797119141,1,4.5,0,0.5,1.05,0,0.3,6.35
2,1/29/2016 9:19,1/29/2016 9:26,5,0.88,-73.93572998,40.796199798583984,1,N,-73.94999695,40.802200317382812,1,6,0,0.5,1,0,0.3,7.8
2,1/29/2016 9:19,1/29/2016 9:35,1,1.26,-74.00637054,40.737518310546875,1,N,-73.99112701,40.745151519775391,1,10.5,0,0.5,2.26,0,0.3,13.56
2,1/29/2016 9:19,1/29/2016 9:24,1,0.91,-73.9911499,40.7330322265625,1,N,-73.99893188,40.722316741943359,2,5.5,0,0.5,0,0,0.3,6.3
2,1/29/2016 9:19,1/29/2016 9:34,6,1.83,-73.97503662,40.752529144287109,1,N,-73.95452118,40.767131805419922,2,10.5,0,0.5,0,0,0.3,11.3
1,1/29/2016 9:20,1/29/2016 9:28,1,1.3,-74.00327301,40.726875305175781,1,N,-73.98816681,40.731803894042969,1,7.5,0,0.5,1,0,0.3,9.3
1,1/29/2016 9:20,1/29/2016 9:46,1,9.8,-73.95342255,40.785179138183594,1,N,-74.00992584,40.721508026123047,1,30,0,0.5,6.15,0,0.3,36.95
1,1/29/2016 9:20,1/29/2016 9:26,1,0.5,-73.97846985,40.78582763671875,1,N,-73.9815979,40.779319763183594,2,6,0,0.5,0,0,0.3,6.8
1,1/29/2016 9:20,1/29/2016 9:57,1,5.1,-73.99211121,40.711101531982422,1,N,-73.97261047,40.762496948242188,1,26,0,0.5,1.5,0,0.3,28.3
2,1/29/2016 9:20,1/29/2016 9:31,1,1.32,-73.9750824,40.765239715576172,1,N,-73.99078369,40.775478363037109,2,8.5,0,0.5,0,0,0.3,9.3
1,1/29/2016 9:20,1/29/2016 9:29,2,1.4,-73.94777679,40.775089263916016,1,N,-73.96089935,40.757255554199219,1,8,0,0.5,1.75,0,0.3,10.55
2,1/29/2016 9:20,1/29/2016 9:23,1,0.77,-73.95877075,40.772228240966797,1,N,-73.95179749,40.782012939453125,1,4.5,0,0.5,1.06,0,0.3,6.36
2,1/29/2016 9:20,1/29/2016 9:27,1,0.81,-73.97872162,40.741046905517578,1,N,-73.97583771,40.749786376953125,1,6.5,0,0.5,1.82,0,0.3,9.12
1,1/29/2016 9:20,1/29/2016 9:40,1,10.6,-73.97394562,40.756927490234375,1,N,-73.87245941,40.774528503417969,2,31,0,0.5,0,5.54,0.3,37.34
1,1/29/2016 9:20,1/29/2016 9:28,1,0.8,-73.99768066,40.720848083496094,1,N,-73.99723816,40.729778289794922,1,7,0,0.5,1.95,0,0.3,9.75
1,1/29/2016 9:20,1/29/2016 9:25,1,0.7,-73.97246552,40.765251159667969,1,N,-73.97908783,40.755916595458984,1,5,0,0.5,3,0,0.3,8.8
1,1/29/2016 9:20,1/29/2016 9:33,1,1.9,-73.99577332,40.75976563,1,N,-74.00807953,40.7384033203125,1,10.5,0,0.5,1,0,0.3,12.3
1,1/29/2016 9:20,1/29/2016 9:36,1,1.5,-74.00681305,40.735561370849609,1,N,-73.98709106,40.740535736083984,1,11.5,0,0.5,3.65,0,0.3,15.95
1,1/29/2016 9:20,1/29/2016 9:29,1,1.3,-74.01620483,40.715030670166016,1,N,-74.01026917,40.703323364257813,1,8,0,0.5,1.32,0,0.3,10.12
2,1/29/2016 9:20,1/29/2016 9:32,1,0.77,-73.97911835,40.744396209716797,1,N,-73.97171783,40.753829956054688,1,9,0,0.5,2.94,0,0.3,12.74
2,1/29/2016 9:20,1/29/2016 9:46,1,1.97,-73.99129486,40.749790191650391,1,N,-73.97453308,40.752838134765625,2,16.5,0,0.5,0,0,0.3,17.3
2,1/29/2016 9:20,1/29/2016 9:29,1,1.02,-73.99150848,40.765220642089844,1,N,-73.99249268,40.754951477050781,2,7.5,0,0.5,0,0,0.3,8.3
2,1/29/2016 9:20,1/29/2016 9:26,1,0.52,-73.98609161,40.749080657958984,1,N,-73.9769516,40.745159149169922,1,5.5,0,0.5,3,0,0.3,9.3
2,1/29/2016 9:20,1/29/2016 9:34,1,1.12,-73.9914093,40.749725341796875,1,N,-73.97622681,40.74176025390625,2,10,0,0.5,0,0,0.3,10.8
2,1/29/2016 9:20,1/29/2016 9:30,5,1.18,-73.96504211,40.769248962402344,1,N,-73.9599762,40.758171081542969,1,8,0,0.5,1.76,0,0.3,10.56
2,1/29/2016 9:20,1/29/2016 9:55,6,12.16,-73.87284851,40.774070739746094,1,N,-73.98896027,40.734882354736328,2,38,0,0.5,0,5.54,0.3,44.34
2,1/29/2016 9:20,1/29/2016 9:24,1,1.15,-73.96394348,40.773490905761719,1,N,-73.97364807,40.779468536376953,1,5.5,0,0.5,1.26,0,0.3,7.56
2,1/29/2016 9:20,1/29/2016 9:34,5,1.85,-73.98152924,40.747108459472656,1,N,-74.00266266,40.739059448242188,1,10.5,0,0.5,1,0,0.3,12.3
2,1/29/2016 9:20,1/29/2016 9:45,1,2.04,-73.95388794,40.778709411621094,1,N,-73.97145844,40.757560729980469,2,16,0,0.5,0,0,0.3,16.8
1,1/29/2016 9:20,1/29/2016 9:22,1,0.3,-74.00066376,40.746963500976563,1,N,-73.99452972,40.7445068359375,1,4,0,0.5,0.95,0,0.3,5.75
2,1/29/2016 9:20,1/29/2016 9:34,2,2.44,-73.98204803,40.776725769042969,1,N,-73.96395111,40.807716369628906,1,12.5,0,0.5,2,0,0.3,15.3
2,1/29/2016 9:20,1/29/2016 9:38,6,1.94,-73.97924042,40.771610260009766,1,N,-73.97444153,40.752208709716797,2,12.5,0,0.5,0,0,0.3,13.3
2,1/29/2016 9:20,1/29/2016 9:33,5,2.03,-73.98690033,40.739589691162109,1,N,-73.98957825,40.734390258789063,1,11,0,0.5,0,0,0.3,11.8
2,1/29/2016 9:20,1/29/2016 9:37,1,2.07,-73.98742676,40.770923614501953,1,N,-73.96941376,40.758033752441406,1,12,0,0.5,2.56,0,0.3,15.36
2,1/29/2016 9:20,1/29/2016 9:37,1,2.91,-73.95088196,40.774795532226563,1,N,-73.98188019,40.767959594726562,1,13.5,0,0.5,1.25,0,0.3,15.55
1,1/29/2016 9:20,1/29/2016 9:37,2,1.5,-73.96937561,40.757228851318359,1,N,-73.97470856,40.741840362548828,2,11.5,0,0.5,0,0,0.3,12.3
1,1/29/2016 9:20,1/29/2016 9:30,1,0.6,-73.97880554,40.754123687744141,1,N,-73.97254944,40.761936187744141,2,7.5,0,0.5,0,0,0.3,8.3
1,1/29/2016 9:20,1/29/2016 10:07,1,2.9,-73.97966003,40.753009796142578,1,N,-74.00388336,40.721092224121094,1,20.5,0,0.5,4.25,0,0.3,25.55
1,1/29/2016 9:20,1/29/2016 9:31,1,1.7,-73.9755249,40.787082672119141,1,N,-73.96221924,40.772071838378906,1,9,0,0.5,1.95,0,0.3,11.75
2,1/29/2016 9:20,1/29/2016 9:25,1,0.96,-73.94611359,40.777412414550781,1,N,-73.95480347,40.765365600585938,2,6,0,0.5,0,0,0.3,6.8
2,1/29/2016 9:20,1/29/2016 9:20,1,0,-74.00514984,40.706020355224609,5,N,-74.00513458,40.706012725830078,1,65,0,0.5,0,0,0.3,65.8
2,1/29/2016 9:20,1/29/2016 9:25,6,0.85,-73.9901123,40.75653076171875,1,N,-73.98139191,40.7635498046875,1,5.5,0,0.5,1.26,0,0.3,7.56
1,1/29/2016 9:20,1/29/2016 9:25,1,0.7,0,0,1,N,0,0,2,5,0,0.5,0,0,0.3,5.8
1,1/29/2016 9:20,1/29/2016 9:54,1,10.9,-73.94795227,40.778877258300781,1,N,-73.96418762,40.674835205078125,2,34.5,0,0.5,0,0,0.3,35.3
2,1/29/2016 9:20,1/29/2016 9:31,1,1.14,-73.98269653,40.755985260009766,1,N,-73.99116516,40.748973846435547,1,8.5,0,0.5,2.79,0,0.3,12.09
2,1/29/2016 9:20,1/29/2016 9:23,1,0.54,-74.01706696,40.708023071289063,1,N,-74.01394653,40.703536987304687,1,4.5,0,0.5,1.06,0,0.3,6.36
1,1/29/2016 9:20,1/29/2016 9:26,2,0.9,-73.97359467,40.761882781982422,1,N,-73.96394348,40.773738861083984,2,6,0,0.5,0,0,0.3,6.8
1,1/29/2016 9:20,1/29/2016 9:33,1,1.7,-73.99525452,40.725208282470703,1,N,-73.98368835,40.746768951416016,1,10,0,0.5,2.15,0,0.3,12.95
1,1/29/2016 9:20,1/29/2016 9:39,1,2.5,-73.99317932,40.767784118652344,1,N,-73.96100616,40.774799346923828,1,13.5,0,0.5,2.85,0,0.3,17.15
1,1/29/2016 9:20,1/29/2016 9:30,1,1.4,-73.9770813,40.780002593994141,1,N,-73.97158813,40.766277313232422,1,8.5,0,0.5,1,0,0.3,10.3
1,1/29/2016 9:20,1/29/2016 9:38,1,3.8,-73.99126434,40.717056274414063,1,Y,-73.97023773,40.748584747314453,1,16,0,0.5,3.7,0,0.3,20.5
1,1/29/2016 9:20,1/29/2016 9:37,1,2.5,-73.97789001,40.748611450195313,1,N,-74.00510406,40.728668212890625,1,13,0,0.5,1,0,0.3,14.8
2,1/29/2016 9:20,1/29/2016 9:25,3,0,-74.00137329,40.716243743896484,5,N,-74.00140381,40.716236114501953,1,30,0,0,0,0,0.3,30.3
2,1/29/2016 9:20,1/29/2016 9:55,1,10.03,-73.87290955,40.774150848388672,1,N,-73.97041321,40.7618408203125,2,34,0,0.5,0,5.54,0.3,40.34
2,1/29/2016 9:20,1/29/2016 9:24,1,0.86,-73.93067932,40.653968811035156,1,N,-73.94506073,40.654468536376953,1,5,0,0.5,1.16,0,0.3,6.96
2,1/29/2016 9:20,1/29/2016 9:39,1,1.3,0,0,1,N,0,0,1,12.5,0,0.5,2.66,0,0.3,15.96
1,1/29/2016 9:20,1/29/2016 9:30,1,1.8,-73.95375824,40.767166137695313,1,N,-73.97154236,40.755290985107422,1,9,0,0.5,1,0,0.3,10.8
1,1/29/2016 9:20,1/29/2016 9:27,1,0.4,-73.97488403,40.7557373046875,1,N,-73.96892548,40.758365631103516,1,6,0,0.5,2,0,0.3,8.8
2,1/29/2016 9:20,1/29/2016 9:40,1,1.82,-73.95530701,40.782451629638672,1,N,-73.9679718,40.761150360107422,1,14,0,0.5,4.44,0,0.3,19.24
2,1/29/2016 9:20,1/29/2016 9:36,1,1.17,-73.96936798,40.7606201171875,1,N,-73.98557281,40.760082244873047,1,11,0,0.5,2.95,0,0.3,14.75
2,1/29/2016 9:20,1/29/2016 9:25,1,0.52,-73.98961639,40.756786346435547,1,N,-73.98325348,40.757625579833984,1,5,0,0.5,1.74,0,0.3,7.54
2,1/29/2016 9:20,1/29/2016 9:53,5,5.3,-73.97045898,40.789058685302734,1,N,-73.98948669,40.740528106689453,1,23.5,0,0.5,3.08,0,0.3,27.38
2,1/29/2016 9:20,1/29/2016 9:49,1,3.09,-73.99569702,40.759281158447266,1,N,-73.95533752,40.764190673828125,2,18,0,0.5,0,0,0.3,18.8
2,1/29/2016 9:20,1/29/2016 9:27,4,0.69,-73.9728241,40.755916595458984,1,N,-73.9790802,40.749408721923828,1,6,0,0.5,1.7,0,0.3,8.5
2,1/29/2016 9:20,1/29/2016 9:47,3,4.15,-73.94908142,40.770866394042969,1,N,-73.98953247,40.744785308837891,1,20,0,0.5,4.16,0,0.3,24.96
1,1/29/2016 9:20,1/29/2016 9:27,1,1,-73.98631287,40.75250244140625,1,N,-73.99095154,40.739173889160156,2,6.5,0,0.5,0,0,0.3,7.3
2,1/29/2016 9:20,1/29/2016 9:34,1,4.99,-73.97773743,40.784122467041016,1,N,-73.94355774,40.840415954589844,1,17,0,0.5,2,0,0.3,19.8
2,1/29/2016 9:20,1/29/2016 9:25,2,0.67,-73.98173523,40.767791748046875,1,N,-73.97209167,40.763824462890625,1,5,0,0.5,1.45,0,0.3,7.25
2,1/29/2016 9:20,1/29/2016 9:42,5,2.44,-73.96544647,40.768741607666016,1,N,-73.991539,40.749031066894531,2,14.5,0,0.5,0,0,0.3,15.3
2,1/29/2016 9:20,1/29/2016 9:41,2,4.17,-74.0171051,40.705425262451172,1,N,-73.99193573,40.751426696777344,1,17,0,0.5,3.56,0,0.3,21.36
1,1/29/2016 9:20,1/29/2016 9:40,1,5,-73.97875214,40.752517700195312,1,N,-74.00037384,40.714351654052734,1,20,0,0.5,6.2,0,0.3,27
1,1/29/2016 9:20,1/29/2016 9:27,3,0.5,-73.97149658,40.751308441162109,1,N,-73.97598267,40.744556427001953,1,6,0,0.5,1.36,0,0.3,8.16
